Date,Snow Water Equivalent (in) Start of Day Values
1989-11-27,0.7999999999999999
1989-12-15,0.6000000000000001
1990-01-09,0.7000000000000002
1990-03-18,0.9000000000000004
1991-02-14,0.9000000000000004
1991-03-06,1.6999999999999993
1991-11-07,0.6000000000000001
1991-11-22,0.6000000000000001
1992-03-09,0.5999999999999996
1993-01-08,0.7000000000000002
1993-02-24,0.6000000000000014
1993-04-11,0.7000000000000011
1993-11-12,0.6
1993-11-24,0.6000000000000001
1994-01-06,0.6999999999999993
1994-01-14,1.8999999999999995
1995-03-20,0.8000000000000007
1995-04-18,1.0
1995-04-26,1.0
1995-05-01,0.8000000000000007
1995-05-09,1.0
1995-11-10,0.6000000000000001
1996-01-26,0.6000000000000014
1996-01-31,0.7999999999999989
1996-02-01,0.9000000000000004
1996-02-19,0.6999999999999993
1996-02-21,1.0
1996-02-22,0.6999999999999993
1996-04-19,0.6000000000000014
1996-11-06,0.6
1996-12-17,0.7000000000000002
1997-01-04,0.7999999999999998
1997-01-10,0.7000000000000002
1997-01-11,1.0999999999999996
1997-01-12,0.8000000000000007
1997-04-02,0.7000000000000011
1997-04-10,0.8000000000000007
1997-05-02,0.5999999999999996
1998-01-16,0.6999999999999997
1998-04-07,0.5999999999999996
1998-04-16,0.6999999999999993
1999-01-22,0.5999999999999996
1999-04-23,1.1999999999999997
1999-04-24,0.6999999999999997
2000-03-16,1.0
2000-04-25,0.6000000000000005
2000-12-11,0.6999999999999997
2001-03-15,0.7999999999999989
2001-04-23,0.7000000000000002
2001-05-04,0.8000000000000003
2001-11-23,0.6000000000000001
2002-11-10,1.0
2002-11-25,0.6999999999999997
2003-02-05,0.5999999999999996
2003-02-22,0.5999999999999996
2003-03-05,1.0
2003-04-24,1.5999999999999996
2003-11-02,0.8
2003-12-09,0.6000000000000001
2004-02-29,0.7000000000000011
2004-11-28,0.6000000000000001
2004-12-30,0.6000000000000001
2005-01-07,0.6000000000000001
2005-01-12,0.6000000000000005
2005-03-18,0.5999999999999996
2005-11-13,0.6000000000000001
2005-11-14,0.6
2005-12-20,0.6999999999999993
2006-02-02,0.6000000000000014
2006-03-02,0.7000000000000011
2006-10-21,0.8
2007-03-29,0.7999999999999998
2007-12-02,0.5999999999999999
2007-12-07,0.6000000000000001
2008-02-08,0.5999999999999996
2008-02-25,0.5999999999999996
2008-04-08,0.8000000000000007
2008-04-10,0.8000000000000007
2008-04-11,0.9000000000000021
2009-01-06,0.5999999999999996
2009-01-29,0.6999999999999993
2009-03-24,0.5999999999999996
2009-03-25,0.5999999999999996
2009-03-27,0.6000000000000014
2010-01-25,0.5999999999999996
2010-10-26,0.8
2010-11-17,0.6000000000000001
2010-11-22,0.7999999999999998
2010-12-21,1.0
2011-01-18,0.7000000000000011
2011-02-06,0.9000000000000004
2011-02-08,0.6000000000000014
2011-03-18,0.8000000000000007
2011-03-29,0.6000000000000014
2011-04-26,0.6000000000000014
2011-04-30,0.6999999999999993
2011-05-12,1.5
2012-02-24,0.7000000000000002
2012-02-29,0.5999999999999996
2012-11-11,0.6
2012-12-11,0.7000000000000002
2012-12-19,1.0
2013-04-14,0.6999999999999993
2013-04-16,1.0
2013-04-23,0.5999999999999996
2014-01-11,0.5999999999999996
2014-01-13,0.5999999999999996
2014-01-31,1.1000000000000014
2014-05-12,1.0
2014-11-16,0.5999999999999999
2014-11-24,0.5999999999999996
2014-11-26,0.6999999999999997
2014-12-22,1.0
2015-02-21,0.5999999999999996
2015-12-12,0.6999999999999997
2015-12-15,0.6000000000000001
2016-01-31,0.5999999999999996
2016-03-26,0.6000000000000014
2016-04-16,0.9000000000000004
2016-12-17,0.9000000000000004
2017-01-10,1.0
2017-04-25,0.8
2017-04-28,1.1
2017-10-03,0.6
2017-11-05,0.6
2018-02-13,0.7999999999999998
2018-02-16,0.7000000000000002
2018-04-09,0.8000000000000007
2018-11-05,0.9
2019-01-19,0.7999999999999998
2019-03-03,0.5999999999999996
2019-03-14,0.9000000000000004
2019-06-22,1.3
2020-02-07,1.0
2020-02-08,0.7000000000000011
2020-03-20,1.0
